sample_index,time_sec,predicted_ecg_rendered,marker_color_hex,marker_red_8bit,marker_green_8bit,marker_blue_8bit,jet_colormap_position_approx,jet_rgb_distance_8bit,svg_x,svg_y,svg_marker_path_id
7489,3.7445,-0.030349848,#000089,0,0,137,0.007843137,0,1037.057428,194.846876,#C0_0_93f72b35f6
7490,3.745,-0.030068792,#000089,0,0,137,0.007843137,0,1037.182265,194.798707,#C0_0_93f72b35f6
7491,3.7455,-0.029797085,#000089,0,0,137,0.007843137,0,1037.307101,194.75214,#C0_0_93f72b35f6
7492,3.746,-0.029534287,#000089,0,0,137,0.007843137,0,1037.431938,194.7071,#C0_0_93f72b35f6
7493,3.7465,-0.02928062,#000089,0,0,137,0.007843137,0,1037.556774,194.663625,#C0_0_93f72b35f6
7494,3.747,-0.029037117,#000089,0,0,137,0.007843137,0,1037.68161,194.621892,#C0_0_93f72b35f6
7495,3.7475,-0.028803009,#000089,0,0,137,0.007843137,0,1037.806447,194.581769,#C0_0_93f72b35f6
7496,3.748,-0.028571777,#000089,0,0,137,0.007843137,0,1037.931283,194.542139,#C0_0_93f72b35f6
7497,3.7485,-0.028335795,#000089,0,0,137,0.007843137,0,1038.056119,194.501695,#C0_0_93f72b35f6
7498,3.749,-0.028092917,#000089,0,0,137,0.007843137,0,1038.180956,194.460069,#C0_0_93f72b35f6
7499,3.7495,-0.027843592,#000089,0,0,137,0.007843137,0,1038.305792,194.417338,#C0_0_93f72b35f6
7500,3.75,-0.027588974,#000089,0,0,137,0.007843137,0,1038.430628,194.3737,#C0_0_93f72b35f6
7501,3.7505,-0.027329811,#000089,0,0,137,0.007843137,0,1038.555465,194.329283,#C0_0_93f72b35f6
7502,3.751,-0.02706584,#000089,0,0,137,0.007843137,0,1038.680301,194.284042,#C0_0_93f72b35f6
7503,3.7515,-0.02679681,#000089,0,0,137,0.007843137,0,1038.805138,194.237934,#C0_0_93f72b35f6
7504,3.752,-0.026522576,#000089,0,0,137,0.007843137,0,1038.929974,194.190934,#C0_0_93f72b35f6
7505,3.7525,-0.026242028,#000089,0,0,137,0.007843137,0,1039.05481,194.142852,#C0_0_93f72b35f6
7506,3.753,-0.025954363,#000089,0,0,137,0.007843137,0,1039.179647,194.09355,#C0_0_93f72b35f6
7507,3.7535,-0.025661743,#000089,0,0,137,0.007843137,0,1039.304483,194.043399,#C0_0_93f72b35f6
7508,3.754,-0.025367507,#000089,0,0,137,0.007843137,0,1039.429319,193.992971,#C0_0_93f72b35f6
7509,3.7545,-0.02507361,#000089,0,0,137,0.007843137,0,1039.554156,193.942601,#C0_0_93f72b35f6
7510,3.755,-0.024780115,#000089,0,0,137,0.007843137,0,1039.678992,193.8923,#C0_0_93f72b35f6
7511,3.7555,-0.024487291,#00008d,0,0,141,0.011764706,0,1039.803828,193.842114,#C0_0_93f72b35f6
7512,3.756,-0.024195996,#00008d,0,0,141,0.011764706,0,1039.928665,193.79219,#C0_0_93f72b35f6
7513,3.7565,-0.023907402,#000092,0,0,146,0.015686275,0,1040.053501,193.742729,#C0_0_93f72b35f6
7514,3.757,-0.023621872,#000092,0,0,146,0.015686275,0,1040.178337,193.693793,#C0_0_93f72b35f6
7515,3.7575,-0.023338191,#000096,0,0,150,0.019607843,0,1040.303174,193.645174,#C0_0_93f72b35f6
7516,3.758,-0.023057924,#00009b,0,0,155,0.023529412,0,1040.42801,193.59714,#C0_0_93f72b35f6
7517,3.7585,-0.022783106,#00009f,0,0,159,0.02745098,0,1040.552847,193.55004,#C0_0_93f72b35f6
7518,3.759,-0.022512997,#00009f,0,0,159,0.02745098,0,1040.677683,193.503747,#C0_0_93f72b35f6
7519,3.7595,-0.022248063,#0000a4,0,0,164,0.031372549,0,1040.802519,193.458341,#C0_0_93f72b35f6
7520,3.76,-0.021989326,#0000a8,0,0,168,0.035294118,0,1040.927356,193.413997,#C0_0_93f72b35f6
7521,3.7605,-0.021736085,#0000a8,0,0,168,0.035294118,0,1041.052192,193.370595,#C0_0_93f72b35f6
7522,3.761,-0.021488382,#0000a8,0,0,168,0.035294118,0,1041.177028,193.328142,#C0_0_93f72b35f6
7523,3.7615,-0.021247476,#0000ad,0,0,173,0.039215686,0,1041.301865,193.286854,#C0_0_93f72b35f6
7524,3.762,-0.021014032,#0000ad,0,0,173,0.039215686,0,1041.426701,193.246845,#C0_0_93f72b35f6
7525,3.7625,-0.020789108,#0000ad,0,0,173,0.039215686,0,1041.551537,193.208296,#C0_0_93f72b35f6
7526,3.763,-0.020573653,#0000a8,0,0,168,0.035294118,0,1041.676374,193.17137,#C0_0_93f72b35f6
7527,3.7635,-0.020367476,#0000a8,0,0,168,0.035294118,0,1041.80121,193.136034,#C0_0_93f72b35f6
7528,3.764,-0.02016589,#0000a4,0,0,164,0.031372549,0,1041.926047,193.101485,#C0_0_93f72b35f6
7529,3.7645,-0.019961235,#00009f,0,0,159,0.02745098,0,1042.050883,193.06641,#C0_0_93f72b35f6
7530,3.765,-0.019752269,#00009b,0,0,155,0.023529412,0,1042.175719,193.030596,#C0_0_93f72b35f6
7531,3.7655,-0.019542474,#000096,0,0,150,0.019607843,0,1042.300556,192.99464,#C0_0_93f72b35f6
7532,3.766,-0.01933321,#000092,0,0,146,0.015686275,0,1042.425392,192.958775,#C0_0_93f72b35f6
7533,3.7665,-0.019125049,#00008d,0,0,141,0.011764706,0,1042.550228,192.923099,#C0_0_93f72b35f6
7534,3.767,-0.018919565,#000089,0,0,137,0.007843137,0,1042.675065,192.887882,#C0_0_93f72b35f6
7535,3.7675,-0.018717624,#000089,0,0,137,0.007843137,0,1042.799901,192.853272,#C0_0_93f72b35f6
7536,3.768,-0.018523168,#000089,0,0,137,0.007843137,0,1042.924737,192.819945,#C0_0_93f72b35f6
7537,3.7685,-0.018342658,#000089,0,0,137,0.007843137,0,1043.049574,192.789008,#C0_0_93f72b35f6
7538,3.769,-0.018178059,#000089,0,0,137,0.007843137,0,1043.17441,192.760798,#C0_0_93f72b35f6
7539,3.7695,-0.01802796,#000089,0,0,137,0.007843137,0,1043.299247,192.735073,#C0_0_93f72b35f6
7540,3.77,-0.017890831,#000089,0,0,137,0.007843137,0,1043.424083,192.711571,#C0_0_93f72b35f6
7541,3.7705,-0.017764409,#000089,0,0,137,0.007843137,0,1043.548919,192.689904,#C0_0_93f72b35f6
7542,3.771,-0.017646296,#000089,0,0,137,0.007843137,0,1043.673756,192.669661,#C0_0_93f72b35f6
7543,3.7715,-0.017535715,#000089,0,0,137,0.007843137,0,1043.798592,192.650709,#C0_0_93f72b35f6
7544,3.772,-0.017433706,#000089,0,0,137,0.007843137,0,1043.923428,192.633226,#C0_0_93f72b35f6
7545,3.7725,-0.017343004,#000089,0,0,137,0.007843137,0,1044.048265,192.617681,#C0_0_93f72b35f6
7546,3.773,-0.017263955,#000089,0,0,137,0.007843137,0,1044.173101,192.604133,#C0_0_93f72b35f6
7547,3.7735,-0.017195478,#000089,0,0,137,0.007843137,0,1044.297937,192.592397,#C0_0_93f72b35f6
7548,3.774,-0.017137212,#000089,0,0,137,0.007843137,0,1044.422774,192.582411,#C0_0_93f72b35f6
7549,3.7745,-0.01708614,#000089,0,0,137,0.007843137,0,1044.54761,192.573658,#C0_0_93f72b35f6
7550,3.775,-0.017038878,#000089,0,0,137,0.007843137,0,1044.672447,192.565558,#C0_0_93f72b35f6
7551,3.7755,-0.016993758,#000089,0,0,137,0.007843137,0,1044.797283,192.557825,#C0_0_93f72b35f6
7552,3.776,-0.01694897,#000089,0,0,137,0.007843137,0,1044.922119,192.550149,#C0_0_93f72b35f6
7553,3.7765,-0.016903944,#000089,0,0,137,0.007843137,0,1045.046956,192.542432,#C0_0_93f72b35f6
7554,3.777,-0.01685908,#000089,0,0,137,0.007843137,0,1045.171792,192.534743,#C0_0_93f72b35f6
7555,3.7775,-0.016814111,#000089,0,0,137,0.007843137,0,1045.296628,192.527036,#C0_0_93f72b35f6
7556,3.778,-0.016769557,#000089,0,0,137,0.007843137,0,1045.421465,192.5194,#C0_0_93f72b35f6
7557,3.7785,-0.016724028,#000089,0,0,137,0.007843137,0,1045.546301,192.511597,#C0_0_93f72b35f6
7558,3.779,-0.016676096,#000089,0,0,137,0.007843137,0,1045.671137,192.503382,#C0_0_93f72b35f6
7559,3.7795,-0.016627125,#000089,0,0,137,0.007843137,0,1045.795974,192.494989,#C0_0_93f72b35f6
7560,3.78,-0.016577261,#000089,0,0,137,0.007843137,0,1045.92081,192.486443,#C0_0_93f72b35f6
7561,3.7805,-0.016527624,#000089,0,0,137,0.007843137,0,1046.045647,192.477936,#C0_0_93f72b35f6
7562,3.781,-0.016479353,#000089,0,0,137,0.007843137,0,1046.170483,192.469663,#C0_0_93f72b35f6
7563,3.7815,-0.016431648,#000089,0,0,137,0.007843137,0,1046.295319,192.461487,#C0_0_93f72b35f6
7564,3.782,-0.016385028,#000089,0,0,137,0.007843137,0,1046.420156,192.453497,#C0_0_93f72b35f6
7565,3.7825,-0.016338181,#000089,0,0,137,0.007843137,0,1046.544992,192.445468,#C0_0_93f72b35f6
7566,3.783,-0.016287844,#000089,0,0,137,0.007843137,0,1046.669828,192.436841,#C0_0_93f72b35f6
7567,3.7835,-0.016232186,#000089,0,0,137,0.007843137,0,1046.794665,192.427302,#C0_0_93f72b35f6
7568,3.784,-0.016172882,#000089,0,0,137,0.007843137,0,1046.919501,192.417138,#C0_0_93f72b35f6
7569,3.7845,-0.016113997,#000089,0,0,137,0.007843137,0,1047.044337,192.407046,#C0_0_93f72b35f6
7570,3.785,-0.016056408,#000089,0,0,137,0.007843137,0,1047.169174,192.397176,#C0_0_93f72b35f6
7571,3.7855,-0.015997879,#000089,0,0,137,0.007843137,0,1047.29401,192.387145,#C0_0_93f72b35f6
7572,3.786,-0.015936334,#000089,0,0,137,0.007843137,0,1047.418847,192.376597,#C0_0_93f72b35f6
7573,3.7865,-0.01587144,#000089,0,0,137,0.007843137,0,1047.543683,192.365475,#C0_0_93f72b35f6
7574,3.787,-0.015804404,#000089,0,0,137,0.007843137,0,1047.668519,192.353986,#C0_0_93f72b35f6
7575,3.7875,-0.015736102,#000089,0,0,137,0.007843137,0,1047.793356,192.34228,#C0_0_93f72b35f6
7576,3.788,-0.015664632,#000089,0,0,137,0.007843137,0,1047.918192,192.330031,#C0_0_93f72b35f6
7577,3.7885,-0.015585554,#00008d,0,0,141,0.011764706,0,1048.043028,192.316478,#C0_0_93f72b35f6
7578,3.789,-0.015497186,#00008d,0,0,141,0.011764706,0,1048.167865,192.301333,#C0_0_93f72b35f6
7579,3.7895,-0.015400796,#00008d,0,0,141,0.011764706,0,1048.292701,192.284813,#C0_0_93f72b35f6
7580,3.79,-0.015298063,#00008d,0,0,141,0.011764706,0,1048.417537,192.267206,#C0_0_93f72b35f6
7581,3.7905,-0.015190534,#00008d,0,0,141,0.011764706,0,1048.542374,192.248777,#C0_0_93f72b35f6
7582,3.791,-0.015077438,#00008d,0,0,141,0.011764706,0,1048.66721,192.229394,#C0_0_93f72b35f6
7583,3.7915,-0.014957779,#00008d,0,0,141,0.011764706,0,1048.792047,192.208886,#C0_0_93f72b35f6
7584,3.792,-0.014832611,#00008d,0,0,141,0.011764706,0,1048.916883,192.187434,#C0_0_93f72b35f6
7585,3.7925,-0.014702222,#00008d,0,0,141,0.011764706,0,1049.041719,192.165087,#C0_0_93f72b35f6
7586,3.793,-0.014566108,#00008d,0,0,141,0.011764706,0,1049.166556,192.141759,#C0_0_93f72b35f6
7587,3.7935,-0.014425385,#00008d,0,0,141,0.011764706,0,1049.291392,192.117641,#C0_0_93f72b35f6
7588,3.794,-0.014281272,#00008d,0,0,141,0.011764706,0,1049.416228,192.092942,#C0_0_93f72b35f6
7589,3.7945,-0.014135315,#000089,0,0,137,0.007843137,0,1049.541065,192.067927,#C0_0_93f72b35f6
7590,3.795,-0.013989213,#000089,0,0,137,0.007843137,0,1049.665901,192.042887,#C0_0_93f72b35f6
7591,3.7955,-0.013843361,#000089,0,0,137,0.007843137,0,1049.790737,192.01789,#C0_0_93f72b35f6
7592,3.796,-0.013693845,#000089,0,0,137,0.007843137,0,1049.915574,191.992265,#C0_0_93f72b35f6
7593,3.7965,-0.013531621,#000089,0,0,137,0.007843137,0,1050.04041,191.964462,#C0_0_93f72b35f6
7594,3.797,-0.013354109,#000089,0,0,137,0.007843137,0,1050.165247,191.934039,#C0_0_93f72b35f6
7595,3.7975,-0.013166842,#000089,0,0,137,0.007843137,0,1050.290083,191.901944,#C0_0_93f72b35f6
7596,3.798,-0.012972667,#000089,0,0,137,0.007843137,0,1050.414919,191.868665,#C0_0_93f72b35f6
7597,3.7985,-0.012772068,#000089,0,0,137,0.007843137,0,1050.539756,191.834285,#C0_0_93f72b35f6
7598,3.799,-0.012566835,#000089,0,0,137,0.007843137,0,1050.664592,191.799111,#C0_0_93f72b35f6
7599,3.7995,-0.012356912,#000089,0,0,137,0.007843137,0,1050.789428,191.763133,#C0_0_93f72b35f6
7600,3.8,-0.012143931,#000089,0,0,137,0.007843137,0,1050.914265,191.726631,#C0_0_93f72b35f6
7601,3.8005,-0.011933664,#000089,0,0,137,0.007843137,0,1051.039101,191.690594,#C0_0_93f72b35f6
7602,3.801,-0.011727737,#000089,0,0,137,0.007843137,0,1051.163937,191.655301,#C0_0_93f72b35f6
7603,3.8015,-0.011524652,#000089,0,0,137,0.007843137,0,1051.288774,191.620495,#C0_0_93f72b35f6
7604,3.802,-0.011324799,#000089,0,0,137,0.007843137,0,1051.41361,191.586243,#C0_0_93f72b35f6
7605,3.8025,-0.011128728,#000089,0,0,137,0.007843137,0,1051.538447,191.552639,#C0_0_93f72b35f6
7606,3.803,-0.010938841,#000089,0,0,137,0.007843137,0,1051.663283,191.520095,#C0_0_93f72b35f6
7607,3.8035,-0.010756738,#000089,0,0,137,0.007843137,0,1051.788119,191.488885,#C0_0_93f72b35f6
7608,3.804,-0.010578993,#000089,0,0,137,0.007843137,0,1051.912956,191.458422,#C0_0_93f72b35f6
7609,3.8045,-0.010405782,#000089,0,0,137,0.007843137,0,1052.037792,191.428736,#C0_0_93f72b35f6
7610,3.805,-0.010240039,#00008d,0,0,141,0.011764706,0,1052.162628,191.40033,#C0_0_93f72b35f6
7611,3.8055,-0.010080645,#00008d,0,0,141,0.011764706,0,1052.287465,191.373012,#C0_0_93f72b35f6
7612,3.806,-0.009927383,#000092,0,0,146,0.015686275,0,1052.412301,191.346745,#C0_0_93f72b35f6
7613,3.8065,-0.009780423,#000096,0,0,150,0.019607843,0,1052.537137,191.321558,#C0_0_93f72b35f6
7614,3.807,-0.009639939,#00009f,0,0,159,0.02745098,0,1052.661974,191.297481,#C0_0_93f72b35f6
7615,3.8075,-0.009505798,#0000ad,0,0,173,0.039215686,0,1052.78681,191.274491,#C0_0_93f72b35f6
7616,3.808,-0.009374159,#0000bb,0,0,187,0.050980392,0,1052.911647,191.25193,#C0_0_93f72b35f6
7617,3.8085,-0.009243309,#0000cd,0,0,205,0.066666667,0,1053.036483,191.229504,#C0_0_93f72b35f6
7618,3.809,-0.009115107,#0000da,0,0,218,0.078431373,0,1053.161319,191.207532,#C0_0_93f72b35f6
7619,3.8095,-0.008989916,#0000ed,0,0,237,0.094117647,0,1053.286156,191.186076,#C0_0_93f72b35f6
7620,3.81,-0.008867608,#0000fa,0,0,250,0.105882353,0,1053.410992,191.165114,#C0_0_93f72b35f6
7621,3.8105,-0.008747096,#0000ff,0,0,255,0.109803922,0,1053.535828,191.14446,#C0_0_93f72b35f6
7622,3.811,-0.008626924,#0000ff,0,0,255,0.109803922,0,1053.660665,191.123864,#C0_0_93f72b35f6
7623,3.8115,-0.008510887,#0004ff,0,4,255,0.129411765,1,1053.785501,191.103977,#C0_0_93f72b35f6
7624,3.812,-0.00840218,#0008ff,0,8,255,0.133333333,0,1053.910337,191.085346,#C0_0_93f72b35f6
7625,3.8125,-0.008299231,#0008ff,0,8,255,0.133333333,0,1054.035174,191.067702,#C0_0_93f72b35f6
7626,3.813,-0.00820252,#0008ff,0,8,255,0.133333333,0,1054.16001,191.051127,#C0_0_93f72b35f6
7627,3.8135,-0.008114076,#0004ff,0,4,255,0.129411765,1,1054.284847,191.035969,#C0_0_93f72b35f6
7628,3.814,-0.008033037,#0004ff,0,4,255,0.129411765,1,1054.409683,191.02208,#C0_0_93f72b35f6
7629,3.8145,-0.007956724,#0000ff,0,0,255,0.109803922,0,1054.534519,191.009001,#C0_0_93f72b35f6
7630,3.815,-0.007884711,#0004ff,0,4,255,0.129411765,1,1054.659356,190.996659,#C0_0_93f72b35f6
7631,3.8155,-0.007818703,#0004ff,0,4,255,0.129411765,1,1054.784192,190.985346,#C0_0_93f72b35f6
7632,3.816,-0.007760985,#000cff,0,12,255,0.137254902,1,1054.909028,190.975454,#C0_0_93f72b35f6
7633,3.8165,-0.007713525,#0014ff,0,20,255,0.145098039,1,1055.033865,190.96732,#C0_0_93f72b35f6
7634,3.817,-0.007677705,#001cff,0,28,255,0.152941176,1,1055.158701,190.961181,#C0_0_93f72b35f6
7635,3.8175,-0.007654646,#0024ff,0,36,255,0.160784314,1,1055.283537,190.957229,#C0_0_93f72b35f6
7636,3.818,-0.007642207,#002cff,0,44,255,0.168627451,1,1055.408374,190.955097,#C0_0_93f72b35f6
7637,3.8185,-0.007636868,#0034ff,0,52,255,0.176470588,1,1055.53321,190.954182,#C0_0_93f72b35f6
7638,3.819,-0.007639108,#0038ff,0,56,255,0.180392157,0,1055.658047,190.954566,#C0_0_93f72b35f6
7639,3.8195,-0.007650165,#003cff,0,60,255,0.184313725,1,1055.782883,190.956461,#C0_0_93f72b35f6
7640,3.82,-0.007664665,#0040ff,0,64,255,0.188235294,0,1055.907719,190.958946,#C0_0_93f72b35f6
7641,3.8205,-0.007672793,#0040ff,0,64,255,0.188235294,0,1056.032556,190.960339,#C0_0_93f72b35f6
7642,3.821,-0.00767169,#0040ff,0,64,255,0.188235294,0,1056.157392,190.96015,#C0_0_93f72b35f6
7643,3.8215,-0.00766505,#003cff,0,60,255,0.184313725,1,1056.282228,190.959012,#C0_0_93f72b35f6
7644,3.822,-0.007652295,#003cff,0,60,255,0.184313725,1,1056.407065,190.956826,#C0_0_93f72b35f6
7645,3.8225,-0.00763178,#003cff,0,60,255,0.184313725,1,1056.531901,190.95331,#C0_0_93f72b35f6
7646,3.823,-0.007606766,#0038ff,0,56,255,0.180392157,0,1056.656737,190.949023,#C0_0_93f72b35f6
7647,3.8235,-0.007579635,#0038ff,0,56,255,0.180392157,0,1056.781574,190.944373,#C0_0_93f72b35f6
7648,3.824,-0.007548004,#003cff,0,60,255,0.184313725,1,1056.90641,190.938952,#C0_0_93f72b35f6
7649,3.8245,-0.007509296,#003cff,0,60,255,0.184313725,1,1057.031247,190.932318,#C0_0_93f72b35f6
7650,3.825,-0.007465786,#0040ff,0,64,255,0.188235294,0,1057.156083,190.924861,#C0_0_93f72b35f6
7651,3.8255,-0.007418461,#0044ff,0,68,255,0.192156863,1,1057.280919,190.91675,#C0_0_93f72b35f6
7652,3.826,-0.007365662,#0048ff,0,72,255,0.196078431,0,1057.405756,190.907701,#C0_0_93f72b35f6
7653,3.8265,-0.007309858,#004cff,0,76,255,0.2,1,1057.530592,190.898137,#C0_0_93f72b35f6
7654,3.827,-0.00725392,#0050ff,0,80,255,0.203921569,0,1057.655428,190.88855,#C0_0_93f72b35f6
7655,3.8275,-0.007199698,#0058ff,0,88,255,0.211764706,0,1057.780265,190.879257,#C0_0_93f72b35f6
7656,3.828,-0.007145796,#005cff,0,92,255,0.215686275,1,1057.905101,190.870019,#C0_0_93f72b35f6
7657,3.8285,-0.007085336,#0064ff,0,100,255,0.223529412,1,1058.029937,190.859657,#C0_0_93f72b35f6
7658,3.829,-0.007014216,#006cff,0,108,255,0.231372549,1,1058.154774,190.847468,#C0_0_93f72b35f6
7659,3.8295,-0.00693152,#0070ff,0,112,255,0.235294118,0,1058.27961,190.833295,#C0_0_93f72b35f6
7660,3.83,-0.006836191,#0074ff,0,116,255,0.239215686,1,1058.404447,190.816957,#C0_0_93f72b35f6
7661,3.8305,-0.00672833,#007cff,0,124,255,0.247058824,1,1058.529283,190.798471,#C0_0_93f72b35f6
7662,3.831,-0.006609149,#0080ff,0,128,255,0.250980392,0,1058.654119,190.778045,#C0_0_93f72b35f6
7663,3.8315,-0.006479132,#0084ff,0,132,255,0.254901961,0,1058.778956,190.755762,#C0_0_93f72b35f6
7664,3.832,-0.006337943,#0084ff,0,132,255,0.254901961,0,1058.903792,190.731564,#C0_0_93f72b35f6
7665,3.8325,-0.006188508,#0084ff,0,132,255,0.254901961,0,1059.028628,190.705953,#C0_0_93f72b35f6
7666,3.833,-0.006033443,#0084ff,0,132,255,0.254901961,0,1059.153465,190.679377,#C0_0_93f72b35f6
7667,3.8335,-0.005871511,#0084ff,0,132,255,0.254901961,0,1059.278301,190.651624,#C0_0_93f72b35f6
7668,3.834,-0.005702548,#0080ff,0,128,255,0.250980392,0,1059.403137,190.622666,#C0_0_93f72b35f6
7669,3.8345,-0.005527878,#007cff,0,124,255,0.247058824,1,1059.527974,190.59273,#C0_0_93f72b35f6
7670,3.835,-0.00534899,#0074ff,0,116,255,0.239215686,1,1059.65281,190.562071,#C0_0_93f72b35f6
7671,3.8355,-0.005165603,#006cff,0,108,255,0.231372549,1,1059.777647,190.530641,#C0_0_93f72b35f6
7672,3.836,-0.004976807,#0064ff,0,100,255,0.223529412,1,1059.902483,190.498284,#C0_0_93f72b35f6
7673,3.8365,-0.004788262,#0058ff,0,88,255,0.211764706,0,1060.027319,190.46597,#C0_0_93f72b35f6
7674,3.837,-0.004605797,#004cff,0,76,255,0.2,1,1060.152156,190.434698,#C0_0_93f72b35f6
7675,3.8375,-0.004428129,#0040ff,0,64,255,0.188235294,0,1060.276992,190.404248,#C0_0_93f72b35f6
7676,3.838,-0.004253266,#0034ff,0,52,255,0.176470588,1,1060.401828,190.374279,#C0_0_93f72b35f6
7677,3.8385,-0.004081187,#0028ff,0,40,255,0.164705882,0,1060.526665,190.344787,#C0_0_93f72b35f6
7678,3.839,-0.003913134,#001cff,0,28,255,0.152941176,1,1060.651501,190.315985,#C0_0_93f72b35f6
7679,3.8395,-0.003747998,#0010ff,0,16,255,0.141176471,0,1060.776337,190.287683,#C0_0_93f72b35f6
7680,3.84,-0.003585004,#0004ff,0,4,255,0.129411765,1,1060.901174,190.259748,#C0_0_93f72b35f6
7681,3.8405,-0.003428008,#0000ff,0,0,255,0.109803922,0,1061.02601,190.232841,#C0_0_93f72b35f6
7682,3.841,-0.003279145,#0000fa,0,0,250,0.105882353,0,1061.150847,190.207328,#C0_0_93f72b35f6
7683,3.8415,-0.003137261,#0000ed,0,0,237,0.094117647,0,1061.275683,190.183011,#C0_0_93f72b35f6
7684,3.842,-0.003000774,#0000e3,0,0,227,0.08627451,0,1061.400519,190.159619,#C0_0_93f72b35f6
7685,3.8425,-0.002869918,#0000d6,0,0,214,0.074509804,0,1061.525356,190.137192,#C0_0_93f72b35f6
7686,3.843,-0.002745532,#0000cd,0,0,205,0.066666667,0,1061.650192,190.115874,#C0_0_93f72b35f6
7687,3.8435,-0.002626404,#0000c4,0,0,196,0.058823529,0,1061.775028,190.095457,#C0_0_93f72b35f6
7688,3.844,-0.002507065,#0000bb,0,0,187,0.050980392,0,1061.899865,190.075004,#C0_0_93f72b35f6
7689,3.8445,-0.002379663,#0000b2,0,0,178,0.043137255,0,1062.024701,190.053169,#C0_0_93f72b35f6
7690,3.845,-0.002242067,#0000a8,0,0,168,0.035294118,0,1062.149537,190.029587,#C0_0_93f72b35f6
7691,3.8455,-0.002097056,#0000a4,0,0,164,0.031372549,0,1062.274374,190.004734,#C0_0_93f72b35f6
7692,3.846,-0.001945708,#00009f,0,0,159,0.02745098,0,1062.39921,189.978795,#C0_0_93f72b35f6
7693,3.8465,-0.001787177,#00009b,0,0,155,0.023529412,0,1062.524047,189.951625,#C0_0_93f72b35f6
7694,3.847,-0.001622292,#000096,0,0,150,0.019607843,0,1062.648883,189.923366,#C0_0_93f72b35f6
7695,3.8475,-0.001452955,#000096,0,0,150,0.019607843,0,1062.773719,189.894344,#C0_0_93f72b35f6
7696,3.848,-0.001279278,#00009b,0,0,155,0.023529412,0,1062.898556,189.864578,#C0_0_93f72b35f6
7697,3.8485,-0.00109973,#00009b,0,0,155,0.023529412,0,1063.023392,189.833806,#C0_0_93f72b35f6
7698,3.849,-0.000915445,#00009f,0,0,159,0.02745098,0,1063.148228,189.802222,#C0_0_93f72b35f6
7699,3.8495,-0.000730803,#00009f,0,0,159,0.02745098,0,1063.273065,189.770577,#C0_0_93f72b35f6
7700,3.85,-0.000546809,#0000a4,0,0,164,0.031372549,0,1063.397901,189.739043,#C0_0_93f72b35f6
7701,3.8505,-0.000361923,#0000a4,0,0,164,0.031372549,0,1063.522737,189.707356,#C0_0_93f72b35f6
7702,3.851,-0.000179551,#0000a8,0,0,168,0.035294118,0,1063.647574,189.6761,#C0_0_93f72b35f6
7703,3.8515,-0.000004386,#0000a8,0,0,168,0.035294118,0,1063.77241,189.646079,#C0_0_93f72b35f6
7704,3.852,0.000164782,#0000a8,0,0,168,0.035294118,0,1063.897247,189.617086,#C0_0_93f72b35f6
7705,3.8525,0.000331954,#0000a4,0,0,164,0.031372549,0,1064.022083,189.588435,#C0_0_93f72b35f6
7706,3.853,0.000499453,#0000a4,0,0,164,0.031372549,0,1064.146919,189.559728,#C0_0_93f72b35f6
7707,3.8535,0.000667587,#00009f,0,0,159,0.02745098,0,1064.271756,189.530912,#C0_0_93f72b35f6
7708,3.854,0.00083543,#00009b,0,0,155,0.023529412,0,1064.396592,189.502146,#C0_0_93f72b35f6
7709,3.8545,0.001000817,#00009b,0,0,155,0.023529412,0,1064.521428,189.473801,#C0_0_93f72b35f6
7710,3.855,0.00116045,#000096,0,0,150,0.019607843,0,1064.646265,189.446442,#C0_0_93f72b35f6
7711,3.8555,0.001313432,#000092,0,0,146,0.015686275,0,1064.771101,189.420223,#C0_0_93f72b35f6
7712,3.856,0.001459978,#000092,0,0,146,0.015686275,0,1064.895937,189.395107,#C0_0_93f72b35f6
7713,3.8565,0.001597189,#00008d,0,0,141,0.011764706,0,1065.020774,189.371591,#C0_0_93f72b35f6
7714,3.857,0.001722917,#00008d,0,0,141,0.011764706,0,1065.14561,189.350043,#C0_0_93f72b35f6
7715,3.8575,0.001836811,#00008d,0,0,141,0.011764706,0,1065.270447,189.330523,#C0_0_93f72b35f6
7716,3.858,0.001939772,#00008d,0,0,141,0.011764706,0,1065.395283,189.312877,#C0_0_93f72b35f6
7717,3.8585,0.002034493,#000089,0,0,137,0.007843137,0,1065.520119,189.296643,#C0_0_93f72b35f6
7718,3.859,0.002121531,#000089,0,0,137,0.007843137,0,1065.644956,189.281726,#C0_0_93f72b35f6
7719,3.8595,0.002200043,#000089,0,0,137,0.007843137,0,1065.769792,189.26827,#C0_0_93f72b35f6
7720,3.86,0.002274483,#000089,0,0,137,0.007843137,0,1065.894628,189.255512,#C0_0_93f72b35f6
7721,3.8605,0.002353871,#000089,0,0,137,0.007843137,0,1066.019465,189.241906,#C0_0_93f72b35f6
7722,3.861,0.002442291,#000089,0,0,137,0.007843137,0,1066.144301,189.226752,#C0_0_93f72b35f6
7723,3.8615,0.002538664,#00008d,0,0,141,0.011764706,0,1066.269137,189.210235,#C0_0_93f72b35f6
7724,3.862,0.002643393,#00008d,0,0,141,0.011764706,0,1066.393974,189.192286,#C0_0_93f72b35f6
7725,3.8625,0.002756471,#00008d,0,0,141,0.011764706,0,1066.51881,189.172906,#C0_0_93f72b35f6
7726,3.863,0.002876661,#000092,0,0,146,0.015686275,0,1066.643647,189.152307,#C0_0_93f72b35f6
